"9800000","宮城県","仙台市青葉区",""
"9810916","宮城県","仙台市青葉区","青葉町"
"9800856","宮城県","仙台市青葉区","青葉山"
"9893211","宮城県","仙台市青葉区","赤坂"
"9810963","宮城県","仙台市青葉区","あけぼの町"
"9810904","宮城県","仙台市青葉区","旭ケ丘"
"9893128","宮城県","仙台市青葉区","愛子中央"
"9893127","宮城県","仙台市青葉区","愛子東"
"9810945","宮城県","仙台市青葉区","荒巻"
"9800845","宮城県","仙台市青葉区","荒巻"
"9810965","宮城県","仙台市青葉区","荒巻神明町"
"9810964","宮城県","仙台市青葉区","荒巻中央"
"9810966","宮城県","仙台市青葉区","荒巻本沢"
"9800811","宮城県","仙台市青葉区","一番町"
"9800022","宮城県","仙台市青葉区","五橋"
"9893212","宮城県","仙台市青葉区","芋沢"
"9800005","宮城県","仙台市青葉区","梅田町"
"9893213","宮城県","仙台市青葉区","大倉"
"9800805","宮城県","仙台市青葉区","大手町"
"9800804","宮城県","仙台市青葉区","大町"
"9800814","宮城県","仙台市青葉区","霊屋下"
"9800003","宮城県","仙台市青葉区","小田原"
"9893126","宮城県","仙台市青葉区","落合"
"9820261","宮城県","仙台市青葉区","折立"
"9810942","宮城県","仙台市青葉区","貝ケ森"
"9800013","宮城県","仙台市青葉区","花京院"
"9810933","宮城県","仙台市青葉区","柏木"
"9800821","宮城県","仙台市青葉区","春日町"
"9800812","宮城県","仙台市青葉区","片平"
"9800815","宮城県","仙台市青葉区","花壇"
"9893124","宮城県","仙台市青葉区","上愛子"
"9800011","宮城県","仙台市青葉区","上杉"
"9800862","宮城県","仙台市青葉区","川内"
"9800863","宮城県","仙台市青葉区","川内追廻"
"9800867","宮城県","仙台市青葉区","川内亀岡北裏丁"
"9800865","宮城県","仙台市青葉区","川内亀岡町"
"9800852","宮城県","仙台市青葉区","川内川前丁"
"9800866","宮城県","仙台市青葉区","川内三十人町"
"9800853","宮城県","仙台市青葉区","川内大工町"
"9800854","宮城県","仙台市青葉区","川内中ノ瀬町"
"9800851","宮城県","仙台市青葉区","川内明神横丁"
"9800861","宮城県","仙台市青葉区","川内元支倉"
"9800864","宮城県","仙台市青葉区","川内山屋敷"
"9800855","宮城県","仙台市青葉区","川内澱橋通"
"9810954","宮城県","仙台市青葉区","川平"
"9810941","宮城県","仙台市青葉区","菊田町"
"9810902","宮城県","仙台市青葉区","北根"
"9810901","宮城県","仙台市青葉区","北根黒松"
"9800023","宮城県","仙台市青葉区","北目町"
"9810931","宮城県","仙台市青葉区","北山"
"9810932","宮城県","仙台市青葉区","木町"
"9800801","宮城県","仙台市青葉区","木町通"
"9810943","宮城県","仙台市青葉区","国見"
"9893201","宮城県","仙台市青葉区","国見ケ丘"
"9893432","宮城県","仙台市青葉区","熊ケ根"
"9893122","宮城県","仙台市青葉区","栗生"
"9800803","宮城県","仙台市青葉区","国分町"
"9810905","宮城県","仙台市青葉区","小松島"
"9810906","宮城県","仙台市青葉区","小松島新堤"
"9800813","宮城県","仙台市青葉区","米ケ袋"
"9893121","宮城県","仙台市青葉区","郷六"
"9810922","宮城県","仙台市青葉区","鷺ケ森"
"9893431","宮城県","仙台市青葉区","作並"
"9810961","宮城県","仙台市青葉区","桜ケ丘"
"9800823","宮城県","仙台市青葉区","桜ケ岡公園"
"9810935","宮城県","仙台市青葉区","三条町"
"9810944","宮城県","仙台市青葉区","子平町"
"9893125","宮城県","仙台市青葉区","下愛子"
"9810913","宮城県","仙台市青葉区","昭和町"
"9820262","宮城県","仙台市青葉区","西花苑"
"9800872","宮城県","仙台市青葉区","星陵町"
"9810911","宮城県","仙台市青葉区","台原"
"9810903","宮城県","仙台市青葉区","台原森林公園"
"9893216","宮城県","仙台市青葉区","高野原"
"9810907","宮城県","仙台市青葉区","高松"
"9810951","宮城県","仙台市青葉区","滝道"
"9800822","宮城県","仙台市青葉区","立町"
"9800021","宮城県","仙台市青葉区","中央"
"9806190","宮城県","仙台市青葉区","中央アエル"
"9806101","宮城県","仙台市青葉区","中央アエル"
"9806102","宮城県","仙台市青葉区","中央アエル"
"9806103","宮城県","仙台市青葉区","中央アエル"
"9806104","宮城県","仙台市青葉区","中央アエル"
"9806105","宮城県","仙台市青葉区","中央アエル"
"9806106","宮城県","仙台市青葉区","中央アエル"
"9806107","宮城県","仙台市青葉区","中央アエル"
"9806108","宮城県","仙台市青葉区","中央アエル"
"9806109","宮城県","仙台市青葉区","中央アエル"
"9806110","宮城県","仙台市青葉区","中央アエル"
"9806111","宮城県","仙台市青葉区","中央アエル"
"9806112","宮城県","仙台市青葉区","中央アエル"
"9806113","宮城県","仙台市青葉区","中央アエル"
"9806114","宮城県","仙台市青葉区","中央アエル"
"9806115","宮城県","仙台市青葉区","中央アエル"
"9806116","宮城県","仙台市青葉区","中央アエル"
"9806117","宮城県","仙台市青葉区","中央アエル"
"9806118","宮城県","仙台市青葉区","中央アエル"
"9806119","宮城県","仙台市青葉区","中央アエル"
"9806120","宮城県","仙台市青葉区","中央アエル"
"9806121","宮城県","仙台市青葉区","中央アエル"
"9806122","宮城県","仙台市青葉区","中央アエル"
"9806123","宮城県","仙台市青葉区","中央アエル"
"9806124","宮城県","仙台市青葉区","中央アエル"
"9806125","宮城県","仙台市青葉区","中央アエル"
"9806126","宮城県","仙台市青葉区","中央アエル"
"9806127","宮城県","仙台市青葉区","中央アエル"
"9806128","宮城県","仙台市青葉区","中央アエル"
"9806129","宮城県","仙台市青葉区","中央アエル"
"9806130","宮城県","仙台市青葉区","中央アエル"
"9806131","宮城県","仙台市青葉区","中央アエル"
"9806090","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806001","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806002","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806003","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806004","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806005","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806006","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806007","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806008","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806009","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806010","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806011","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806012","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806013","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806014","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806015","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806016","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806017","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806018","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806019","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806020","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806021","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806022","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806023","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806024","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806025","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806026","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806027","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806028","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806029","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9806030","宮城県","仙台市青葉区","中央ＳＳ３０住友生命仙台中央ビル"
"9810936","宮城県","仙台市青葉区","千代田町"
"9800065","宮城県","仙台市青葉区","土樋"
"9810914","宮城県","仙台市青葉区","堤通雨宮町"
"9810912","宮城県","仙台市青葉区","堤町"
"9800874","宮城県","仙台市青葉区","角五郎"
"9810908","宮城県","仙台市青葉区","東照宮"
"9810915","宮城県","仙台市青葉区","通町"
"9800001","宮城県","仙台市青葉区","中江"
"9810952","宮城県","仙台市青葉区","中山"
"9893202","宮城県","仙台市青葉区","中山台"
"9893207","宮城県","仙台市青葉区","中山台西"
"9893203","宮城県","仙台市青葉区","中山吉成"
"9810934","宮城県","仙台市青葉区","新坂町"
"9810953","宮城県","仙台市青葉区","西勝山"
"9893123","宮城県","仙台市青葉区","錦ケ丘"
"9800012","宮城県","仙台市青葉区","錦町"
"9893433","宮城県","仙台市青葉区","ニツカ"
"9893434","宮城県","仙台市青葉区","新川"
"9800824","宮城県","仙台市青葉区","支倉町"
"9800871","宮城県","仙台市青葉区","八幡"
"9810917","宮城県","仙台市青葉区","葉山町"
"9810923","宮城県","仙台市青葉区","東勝山"
"9800873","宮城県","仙台市青葉区","広瀬町"
"9800002","宮城県","仙台市青葉区","福沢町"
"9810921","宮城県","仙台市青葉区","藤松"
"9810924","宮城県","仙台市青葉区","双葉ケ丘"
"9800802","宮城県","仙台市青葉区","二日町"
"9800014","宮城県","仙台市青葉区","本町"
"9810962","宮城県","仙台市青葉区","水の森"
"9893204","宮城県","仙台市青葉区","南吉成"
"9893214","宮城県","仙台市青葉区","みやぎ台"
"9800004","宮城県","仙台市青葉区","宮町"
"9893215","宮城県","仙台市青葉区","向田"
"9820263","宮城県","仙台市青葉区","茂庭"
"9810967","宮城県","仙台市青葉区","山手町"
"9893205","宮城県","仙台市青葉区","吉成"
"9893206","宮城県","仙台市青葉区","吉成台"
"9830000","宮城県","仙台市宮城野区",""
"9830832","宮城県","仙台市宮城野区","安養寺"
"9830047","宮城県","仙台市宮城野区","銀杏町"
"9830012","宮城県","仙台市宮城野区","出花"
"9830821","宮城県","仙台市宮城野区","岩切"
"9830828","宮城県","仙台市宮城野区","岩切分台"
"9830034","宮城県","仙台市宮城野区","扇町"
"9830835","宮城県","仙台市宮城野区","大梶"
"9830003","宮城県","仙台市宮城野区","岡田"
"9830004","宮城県","仙台市宮城野区","岡田西町"
"9830803","宮城県","仙台市宮城野区","小田原"
"9830813","宮城県","仙台市宮城野区","小田原牛小屋丁"
"9830816","宮城県","仙台市宮城野区","小田原金剛院丁"
"9830811","宮城県","仙台市宮城野区","小田原清水沼通"
"9830814","宮城県","仙台市宮城野区","小田原大行院丁"
"9830815","宮城県","仙台市宮城野区","小田原広丁"
"9830817","宮城県","仙台市宮城野区","小田原山本丁"
"9830812","宮城県","仙台市宮城野区","小田原弓ノ町"
"9830866","宮城県","仙台市宮城野区","花京院通"
"9830839","宮城県","仙台市宮城野区","蟹沢"
"9830002","宮城県","仙台市宮城野区","蒲生"
"9830863","宮城県","仙台市宮城野区","車町"
"9830031","宮城県","仙台市宮城野区","小鶴"
"9830842","宮城県","仙台市宮城野区","五輪"
"9830836","宮城県","仙台市宮城野区","幸町"
"9830011","宮城県","仙台市宮城野区","栄"
"9830845","宮城県","仙台市宮城野区","清水沼"
"9830831","宮城県","仙台市宮城野区","自由ケ丘"
"9830006","宮城県","仙台市宮城野区","白鳥"
"9830038","宮城県","仙台市宮城野区","新田"
"9830039","宮城県","仙台市宮城野区","新田東"
