"4000000","山梨県","甲府市",""
"4000858","山梨県","甲府市","相生"
"4000867","山梨県","甲府市","青沼"
"4000828","山梨県","甲府市","青葉町"
"4000862","山梨県","甲府市","朝気"
"4000025","山梨県","甲府市","朝日"
"4000023","山梨県","甲府市","愛宕町"
"4000061","山梨県","甲府市","荒川"
"4000035","山梨県","甲府市","飯田"
"4001217","山梨県","甲府市","猪狩町"
"4000062","山梨県","甲府市","池田"
"4000856","山梨県","甲府市","伊勢"
"4000013","山梨県","甲府市","岩窪町"
"4000045","山梨県","甲府市","後屋町"
"4001504","山梨県","甲府市","右左口町"
"4000053","山梨県","甲府市","大里町"
"4000865","山梨県","甲府市","太田町"
"4000055","山梨県","甲府市","大津町"
"4000015","山梨県","甲府市","大手"
"4000834","山梨県","甲府市","落合町"
"4000028","山梨県","甲府市","音羽町"
"4000841","山梨県","甲府市","小曲町"
"4093711","山梨県","甲府市","梯町"
"4000063","山梨県","甲府市","金竹町"
"4000814","山梨県","甲府市","上阿原町"
"4000041","山梨県","甲府市","上石田"
"4000845","山梨県","甲府市","上今井町"
"4000081","山梨県","甲府市","上帯那町"
"4000044","山梨県","甲府市","上小河原町"
"4000052","山梨県","甲府市","上条新居町"
"4000011","山梨県","甲府市","上積翠寺町"
"4001501","山梨県","甲府市","上曽根町"
"4000831","山梨県","甲府市","上町"
"4001506","山梨県","甲府市","上向山町"
"4001213","山梨県","甲府市","川窪町"
"4000811","山梨県","甲府市","川田町"
"4000024","山梨県","甲府市","北口"
"4000005","山梨県","甲府市","北新"
"4000065","山梨県","甲府市","貢川"
"4000048","山梨県","甲府市","貢川本町"
"4000815","山梨県","甲府市","国玉町"
"4001211","山梨県","甲府市","黒平町"
"4000043","山梨県","甲府市","国母"
"4000836","山梨県","甲府市","小瀬町"
"4000033","山梨県","甲府市","寿町"
"4000014","山梨県","甲府市","古府中町"
"4000002","山梨県","甲府市","小松町"
"4000857","山梨県","甲府市","幸町"
"4000805","山梨県","甲府市","酒折"
"4000804","山梨県","甲府市","酒折町"
"4000803","山梨県","甲府市","桜井町"
"4000822","山梨県","甲府市","里吉"
"4000823","山梨県","甲府市","里吉町"
"4000026","山梨県","甲府市","塩部"
"4000064","山梨県","甲府市","下飯田"
"4000046","山梨県","甲府市","下石田"
"4000842","山梨県","甲府市","下今井町"
"4000082","山梨県","甲府市","下帯那町"
"4000835","山梨県","甲府市","下鍛冶屋町"
"4000068","山梨県","甲府市","下河原町"
"4000853","山梨県","甲府市","下小河原町"
"4000012","山梨県","甲府市","下積翠寺町"
"4001508","山梨県","甲府市","下曽根町"
"4001507","山梨県","甲府市","下向山町"
"4000861","山梨県","甲府市","城東"
"4001502","山梨県","甲府市","白井町"
"4001503","山梨県","甲府市","心経寺町"
"4000066","山梨県","甲府市","新田町"
"4000821","山梨県","甲府市","砂田町"
"4000851","山梨県","甲府市","住吉"
"4000852","山梨県","甲府市","住吉本町"
"4000806","山梨県","甲府市","善光寺"
"4000801","山梨県","甲府市","善光寺町"
"4001219","山梨県","甲府市","草鹿沢町"
"4000072","山梨県","甲府市","大和町"
"4001214","山梨県","甲府市","高成町"
"4000042","山梨県","甲府市","高畑"
"4001212","山梨県","甲府市","高町"
"4000057","山梨県","甲府市","高室町"
"4000034","山梨県","甲府市","宝"
"4000016","山梨県","甲府市","武田"
"4001215","山梨県","甲府市","竹日向町"
"4000074","山梨県","甲府市","千塚"
"4000032","山梨県","甲府市","中央"
"4000067","山梨県","甲府市","長松寺町"
"4000003","山梨県","甲府市","塚原町"
"4000006","山梨県","甲府市","天神町"
"4001216","山梨県","甲府市","塔岩町"
"4000807","山梨県","甲府市","東光寺"
"4000808","山梨県","甲府市","東光寺町"
"4000047","山梨県","甲府市","徳行"
"4000049","山梨県","甲府市","富竹"
"4000855","山梨県","甲府市","中小河原"
"4000854","山梨県","甲府市","中小河原町"
"4000844","山梨県","甲府市","中町"
"4001505","山梨県","甲府市","中畑町"
"4000069","山梨県","甲府市","中村町"
"4000825","山梨県","甲府市","七沢町"
"4000833","山梨県","甲府市","西油川町"
"4000054","山梨県","甲府市","西下条町"
"4000826","山梨県","甲府市","西高橋町"
"4000004","山梨県","甲府市","西田町"
"4000071","山梨県","甲府市","羽黒町"
"4000843","山梨県","甲府市","東下条町"
"4000083","山梨県","甲府市","平瀬町"
"4000027","山梨県","甲府市","富士見"
"4000051","山梨県","甲府市","古上条町"
"4093712","山梨県","甲府市","古関町"
"4000056","山梨県","甲府市","堀之内町"
"4000832","山梨県","甲府市","増坪町"
"4000031","山梨県","甲府市","丸の内"
"4000007","山梨県","甲府市","美咲"
"4001218","山梨県","甲府市","御岳町"
"4000008","山梨県","甲府市","緑が丘"
"4000863","山梨県","甲府市","南口町"
"4000058","山梨県","甲府市","宮原町"
"4000021","山梨県","甲府市","宮前町"
"4000813","山梨県","甲府市","向町"
"4000022","山梨県","甲府市","元紺屋町"
"4000017","山梨県","甲府市","屋形"
"4000075","山梨県","甲府市","山宮町"
"4000864","山梨県","甲府市","湯田"
"4000073","山梨県","甲府市","湯村"
"4000802","山梨県","甲府市","横根町"
"4000827","山梨県","甲府市","蓬沢"
"4000824","山梨県","甲府市","蓬沢町"
"4000866","山梨県","甲府市","若松町"
"4000001","山梨県","甲府市","和田町"
"4000812","山梨県","甲府市","和戸町"
"4030000","山梨県","富士吉田市",""
"4030012","山梨県","富士吉田市","旭"
"4030031","山梨県","富士吉田市","浅間"
"4030011","山梨県","富士吉田市","新倉"
"4030006","山梨県","富士吉田市","新屋"
"4030003","山梨県","富士吉田市","大明見"
"4030001","山梨県","富士吉田市","上暮地"
"4030005","山梨県","富士吉田市","上吉田"
"4030032","山梨県","富士吉田市","上吉田東"
"4030002","山梨県","富士吉田市","小明見"
"4030004","山梨県","富士吉田市","下吉田"
"4030008","山梨県","富士吉田市","下吉田東"
"4030017","山梨県","富士吉田市","新西原"
"4030019","山梨県","富士吉田市","新町"
"4030014","山梨県","富士吉田市","竜ケ丘"
"4030015","山梨県","富士吉田市","ときわ台"
"4030007","山梨県","富士吉田市","中曽根"
"4030009","山梨県","富士吉田市","富士見"
"4030016","山梨県","富士吉田市","松山"
"4030013","山梨県","富士吉田市","緑ケ丘"
"4030018","山梨県","富士吉田市","向原"
"4020000","山梨県","都留市",""
"4020015","山梨県","都留市","朝日曽雌"
"4020014","山梨県","都留市","朝日馬場"
"4020042","山梨県","都留市","厚原"
"4020011","山梨県","都留市","井倉"
"4020023","山梨県","都留市","大野"
"4020045","山梨県","都留市","大幡"
"4020002","山梨県","都留市","大原"
"4020006","山梨県","都留市","小形山"
"4020024","山梨県","都留市","小野"
